story:  John didn't know he was being followed. "When he got on the train, a man approached him." He handed John a small piece of paper. It said RAVINCORP in bold letters. "John had been offered a job by the CIA, he just didn't know it yet."	 query:event: The man was holding a piece of paper starts before He hand John a small piece of paper  	pred: negative	 label: positive
story:  Jeremy had never tried Mexican food. One day his friends took him to an authentic Mexican restaurant. Jeremy decided to try the cheese enchiladas with rice and beans. He thought his meal was delicious. Jeremy went back several times afterward to try other entrees.	 query:event: Jeremy ordered dessert ends before he went back several times  	pred: negative	 label: positive
story:  Peter wanted to be nice and kind to everyone he met. One day he met someone that he didn't like as much. Peter still wanted to be nice to him however. He struggled a little bit but finally was nice to him. Peter is now best friends with this person!	 query:event: Peter realized the person wasn't so bad ends before Peter is not best friends with this person  	pred: negative	 label: positive
story:  Peter wanted to be nice and kind to everyone he met. One day he met someone that he didn't like as much. Peter still wanted to be nice to him however. He struggled a little bit but finally was nice to him. Peter is now best friends with this person!	 query:event: Peter realized the person wasn't so bad ends after Peter is not best friends with this person  	pred: positive	 label: negative
story:  Gary was walking his dog on the sidewalk. The dog managed to break through the leash and ran away. It ran towards a crowded street with a traffic. A man hit the dog on the side while he was driving. "Since he only felt a small thud, he didn't bother to stop."	 query:event: Gary put a leash on his dog ends before Gary walked his dog on the sidewalk  	pred: negative	 label: positive
story:  Gary was walking his dog on the sidewalk. The dog managed to break through the leash and ran away. It ran towards a crowded street with a traffic. A man hit the dog on the side while he was driving. "Since he only felt a small thud, he didn't bother to stop."	 query:event: Gary put a leash on his dog ends after Gary walked his dog on the sidewalk  	pred: positive	 label: negative
story:  Hocus Pocus found the dusty Diary. Inside were a string of numbers. He thought they were lottery numbers. He bet on them. They were milk production weights for a cow.	 query:event: He thought he had a good chance of winning the lottery. ends before They be milk production weights for a cow  	pred: negative	 label: positive
story:  Hocus Pocus found the dusty Diary. Inside were a string of numbers. He thought they were lottery numbers. He bet on them. They were milk production weights for a cow.	 query:event: He thought he had a good chance of winning the lottery. ends after They be milk production weights for a cow  	pred: positive	 label: negative
story:  Jackson was at the lake with his family. He was having a water balloon fight with his little brother. He noticed his brother was distracted. "Then, he threw the balloon right at his face." "His brother began to cry, and Jackson got into trouble."	 query:event: Jackson filled a baloon with water ends before was having a water balloon fight with his little brother.  	pred: negative	 label: positive
story:  Jackson was at the lake with his family. He was having a water balloon fight with his little brother. He noticed his brother was distracted. "Then, he threw the balloon right at his face." "His brother began to cry, and Jackson got into trouble."	 query:event: Jackson filled a baloon with water ends after was having a water balloon fight with his little brother.  	pred: positive	 label: negative
story:  Tabitha was riding the bus while nine months pregnant. No one noticed as she was hit with nausea. She knew she was going to throw up and had nowhere to do it. "Out of confusion, she went ahead and did it in her purse." She was so embarrassed and her bag was ruined but she didn't mind.	 query:event: Tabitha is sexual active ends before No one notice  	pred: negative	 label: positive
story:  Tabitha was riding the bus while nine months pregnant. No one noticed as she was hit with nausea. She knew she was going to throw up and had nowhere to do it. "Out of confusion, she went ahead and did it in her purse." She was so embarrassed and her bag was ruined but she didn't mind.	 query:event: Tabitha is sexual active ends after No one notice  	pred: positive	 label: negative
story:  Every year the town has a Christmas parade. "This year, I was invited to be the Grand Marshall." I have not been in a parade in Years. I picked out my outfit and had my hair done. It was so fun waving and seeing everyone.	 query:event: I went to a hair salon ends before the Christmas parade  	pred: negative	 label: positive
